EDAD,VICTIMAS,OBITO,RANGO
23,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
38,1,0,JOVENES
66,1,0,ANCIANOS
34,1,0,JOVENES
49,2,0,MAYORES
0,2,0,NIÑXS
81,1,0,ANCIANOS
26,2,0,JOVENES
27,2,0,JOVENES
0,1,0,NIÑXS
32,1,0,JOVENES
40,1,0,MAYORES
30,1,0,JOVENES
39,1,0,JOVENES
26,1,0,JOVENES
25,1,0,JOVENES
26,1,0,JOVENES
55,1,0,MAYORES
42,1,0,MAYORES
59,1,0,MAYORES
0,1,0,NIÑXS
35,1,0,JOVENES
23,1,0,JOVENES
29,1,0,JOVENES
0,3,0,NIÑXS
0,3,0,NIÑXS
45,3,0,MAYORES
21,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
26,1,0,JOVENES
33,1,0,JOVENES
0,3,0,NIÑXS
0,3,0,NIÑXS
48,3,0,MAYORES
29,1,0,JOVENES
27,1,0,JOVENES
74,1,0,ANCIANOS
55,1,0,MAYORES
21,1,0,JOVENES
49,1,0,MAYORES
30,1,0,JOVENES
27,1,0,JOVENES
44,1,0,MAYORES
15,2,0,ADOLESCENTES
38,2,0,JOVENES
46,1,0,MAYORES
42,1,0,MAYORES
24,1,0,JOVENES
0,4,0,NIÑXS
0,4,0,NIÑXS
0,4,0,NIÑXS
22,4,0,JOVENES
35,1,0,JOVENES
32,1,0,JOVENES
38,1,0,JOVENES
17,6,0,ADOLESCENTES
0,6,0,NIÑXS
35,6,0,JOVENES
29,6,0,JOVENES
27,6,0,JOVENES
0,6,0,NIÑXS
37,1,0,JOVENES
67,1,0,ANCIANOS
30,1,0,JOVENES
28,1,0,JOVENES
0,1,0,NIÑXS
52,1,0,MAYORES
76,1,0,ANCIANOS
42,1,0,MAYORES
43,1,0,MAYORES
23,1,0,JOVENES
67,1,0,ANCIANOS
33,1,0,JOVENES
49,1,0,MAYORES
65,1,0,ANCIANOS
25,1,0,JOVENES
56,2,0,MAYORES
43,2,0,MAYORES
47,1,0,MAYORES
28,1,0,JOVENES
25,1,0,JOVENES
68,1,0,ANCIANOS
41,1,0,MAYORES
46,1,0,MAYORES
52,1,0,MAYORES
42,1,0,MAYORES
41,1,0,MAYORES
0,1,0,NIÑXS
43,1,0,MAYORES
36,1,0,JOVENES
50,1,0,MAYORES
41,1,0,MAYORES
47,1,0,MAYORES
41,1,0,MAYORES
67,1,0,ANCIANOS
59,1,0,MAYORES
30,1,0,JOVENES
43,3,0,MAYORES
35,3,0,JOVENES
27,3,0,JOVENES
30,1,0,JOVENES
31,4,0,JOVENES
12,4,0,ADOLESCENTES
4,4,0,NIÑXS
33,4,0,JOVENES
75,2,0,ANCIANOS
45,2,0,MAYORES
28,1,0,JOVENES
79,1,0,ANCIANOS
14,1,0,ADOLESCENTES
29,1,0,JOVENES
32,1,0,JOVENES
26,1,0,JOVENES
85,1,0,ANCIANOS
0,1,0,NIÑXS
24,1,0,JOVENES
31,1,0,JOVENES
27,1,0,JOVENES
37,1,0,JOVENES
79,1,0,ANCIANOS
47,1,0,MAYORES
0,1,0,NIÑXS
28,1,0,JOVENES
40,1,0,MAYORES
71,1,0,ANCIANOS
25,1,0,JOVENES
0,1,0,NIÑXS
36,1,0,JOVENES
43,3,0,MAYORES
41,3,0,MAYORES
36,3,0,JOVENES
27,1,0,JOVENES
35,1,0,JOVENES
0,1,0,NIÑXS
22,1,0,JOVENES
44,1,0,MAYORES
45,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
0,1,0,NIÑXS
26,1,0,JOVENES
42,1,0,MAYORES
64,1,0,MAYORES
42,1,0,MAYORES
76,1,0,ANCIANOS
28,1,0,JOVENES
35,1,0,JOVENES
59,3,0,MAYORES
55,3,0,MAYORES
38,3,0,JOVENES
32,1,0,JOVENES
51,1,0,MAYORES
63,1,0,MAYORES
46,2,0,MAYORES
43,2,0,MAYORES
56,3,0,MAYORES
50,3,0,MAYORES
41,3,0,MAYORES
37,2,0,JOVENES
42,2,0,MAYORES
33,1,0,JOVENES
54,2,0,MAYORES
26,2,0,JOVENES
3,1,0,NIÑXS
0,1,0,NIÑXS
26,1,0,JOVENES
0,1,0,NIÑXS
30,1,0,JOVENES
0,1,0,NIÑXS
33,2,0,JOVENES
28,2,0,JOVENES
29,1,0,JOVENES
30,1,0,JOVENES
87,1,0,ANCIANOS
22,1,0,JOVENES
26,1,0,JOVENES
31,2,0,JOVENES
33,2,0,JOVENES
0,1,0,NIÑXS
39,1,0,JOVENES
0,1,0,NIÑXS
5,1,0,NIÑXS
56,1,0,MAYORES
42,1,0,MAYORES
28,1,0,JOVENES
35,1,0,JOVENES
74,1,0,ANCIANOS
80,2,0,ANCIANOS
62,2,0,MAYORES
29,2,0,JOVENES
19,2,0,JOVENES
23,2,0,JOVENES
23,2,0,JOVENES
19,1,0,JOVENES
36,1,0,JOVENES
31,1,0,JOVENES
25,1,0,JOVENES
22,1,0,JOVENES
32,1,0,JOVENES
28,2,0,JOVENES
23,2,0,JOVENES
37,1,0,JOVENES
36,3,0,JOVENES
0,3,0,NIÑXS
46,3,0,MAYORES
28,1,0,JOVENES
43,1,0,MAYORES
46,1,0,MAYORES
60,1,0,MAYORES
32,1,0,JOVENES
18,1,0,ADOLESCENTES
36,1,0,JOVENES
36,1,0,JOVENES
24,1,0,JOVENES
3,1,0,NIÑXS
30,1,0,JOVENES
30,1,0,JOVENES
67,1,0,ANCIANOS
33,1,0,JOVENES
44,1,0,MAYORES
25,2,0,JOVENES
25,2,0,JOVENES
43,1,0,MAYORES
0,1,0,NIÑXS
51,1,0,MAYORES
29,1,0,JOVENES
58,1,0,MAYORES
35,2,0,JOVENES
35,2,0,JOVENES
45,2,0,MAYORES
29,2,0,JOVENES
5,1,0,NIÑXS
40,1,0,MAYORES
26,1,0,JOVENES
59,1,0,MAYORES
0,1,0,NIÑXS
32,1,0,JOVENES
44,1,0,MAYORES
40,1,0,MAYORES
45,1,0,MAYORES
41,2,0,MAYORES
44,2,0,MAYORES
35,1,0,JOVENES
37,1,0,JOVENES
23,1,0,JOVENES
31,1,0,JOVENES
34,1,0,JOVENES
44,1,0,MAYORES
29,1,0,JOVENES
0,1,0,NIÑXS
93,1,0,ANCIANOS
40,1,0,MAYORES
62,1,0,MAYORES
28,1,0,JOVENES
31,1,0,JOVENES
22,1,0,JOVENES
71,1,0,ANCIANOS
27,2,0,JOVENES
38,2,0,JOVENES
51,1,0,MAYORES
74,1,0,ANCIANOS
42,1,0,MAYORES
18,1,0,ADOLESCENTES
21,2,0,JOVENES
29,2,0,JOVENES
1,1,0,NIÑXS
52,1,0,MAYORES
50,1,0,MAYORES
20,1,0,JOVENES
46,1,0,MAYORES
82,1,0,ANCIANOS
40,1,0,MAYORES
22,1,0,JOVENES
24,1,0,JOVENES
24,1,0,JOVENES
27,1,0,JOVENES
29,1,0,JOVENES
33,1,0,JOVENES
60,1,0,MAYORES
20,1,0,JOVENES
23,1,0,JOVENES
35,1,0,JOVENES
67,1,0,ANCIANOS
47,1,0,MAYORES
27,1,0,JOVENES
26,1,0,JOVENES
41,1,0,MAYORES
34,1,0,JOVENES
47,1,0,MAYORES
33,1,0,JOVENES
58,4,0,MAYORES
37,4,0,JOVENES
27,4,0,JOVENES
56,4,0,MAYORES
78,1,0,ANCIANOS
62,1,0,MAYORES
25,1,0,JOVENES
84,2,0,ANCIANOS
84,2,0,ANCIANOS
55,1,0,MAYORES
50,1,0,MAYORES
28,1,0,JOVENES
50,1,0,MAYORES
7,1,0,NIÑXS
30,1,0,JOVENES
29,1,0,JOVENES
18,1,0,ADOLESCENTES
0,1,0,NIÑXS
52,1,0,MAYORES
0,1,0,NIÑXS
46,1,0,MAYORES
48,1,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
24,1,0,JOVENES
45,1,0,MAYORES
26,1,0,JOVENES
26,1,0,JOVENES
0,2,0,NIÑXS
0,2,0,NIÑXS
80,3,0,ANCIANOS
59,3,0,MAYORES
26,3,0,JOVENES
18,1,0,ADOLESCENTES
32,1,0,JOVENES
30,1,0,JOVENES
84,1,0,ANCIANOS
35,1,0,JOVENES
24,1,0,JOVENES
24,1,0,JOVENES
28,1,0,JOVENES
30,1,0,JOVENES
49,1,0,MAYORES
50,1,0,MAYORES
28,1,0,JOVENES
45,2,0,MAYORES
29,2,0,JOVENES
19,1,0,JOVENES
58,1,0,MAYORES
46,1,0,MAYORES
20,1,0,JOVENES
28,1,0,JOVENES
29,1,0,JOVENES
27,1,0,JOVENES
20,1,0,JOVENES
28,1,0,JOVENES
24,1,0,JOVENES
27,1,0,JOVENES
42,1,0,MAYORES
63,1,0,MAYORES
82,1,0,ANCIANOS
30,1,0,JOVENES
66,1,0,ANCIANOS
0,1,0,NIÑXS
21,1,0,JOVENES
0,1,0,NIÑXS
26,1,0,JOVENES
29,1,0,JOVENES
38,1,0,JOVENES
45,1,0,MAYORES
49,3,0,MAYORES
26,3,0,JOVENES
0,3,0,NIÑXS
27,1,0,JOVENES
37,1,0,JOVENES
55,1,0,MAYORES
47,1,0,MAYORES
28,1,0,JOVENES
32,1,0,JOVENES
27,1,0,JOVENES
24,1,0,JOVENES
0,2,0,NIÑXS
34,2,0,JOVENES
19,1,0,JOVENES
0,1,0,NIÑXS
55,1,0,MAYORES
18,1,0,ADOLESCENTES
74,1,0,ANCIANOS
33,1,0,JOVENES
24,1,0,JOVENES
16,1,0,ADOLESCENTES
34,1,0,JOVENES
59,1,0,MAYORES
32,1,0,JOVENES
29,1,0,JOVENES
26,1,0,JOVENES
9,1,0,NIÑXS
36,1,0,JOVENES
60,1,0,MAYORES
36,1,0,JOVENES
29,1,0,JOVENES
24,1,0,JOVENES
40,1,0,MAYORES
53,1,0,MAYORES
55,1,0,MAYORES
23,1,0,JOVENES
24,1,0,JOVENES
0,1,0,NIÑXS
31,1,0,JOVENES
29,1,0,JOVENES
40,1,0,MAYORES
0,1,0,NIÑXS
65,1,0,ANCIANOS
49,1,0,MAYORES
30,2,0,JOVENES
0,2,0,NIÑXS
70,1,0,ANCIANOS
30,1,0,JOVENES
33,1,0,JOVENES
30,1,0,JOVENES
45,2,0,MAYORES
31,2,0,JOVENES
0,1,0,NIÑXS
35,1,0,JOVENES
28,1,0,JOVENES
37,2,0,JOVENES
25,2,0,JOVENES
33,1,0,JOVENES
47,1,0,MAYORES
0,1,0,NIÑXS
37,1,0,JOVENES
0,1,0,NIÑXS
52,1,0,MAYORES
35,1,0,JOVENES
56,1,0,MAYORES
0,1,0,NIÑXS
26,1,0,JOVENES
49,1,0,MAYORES
65,1,0,ANCIANOS
7,1,0,NIÑXS
30,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
49,1,0,MAYORES
44,1,0,MAYORES
73,1,0,ANCIANOS
47,1,0,MAYORES
33,1,0,JOVENES
35,1,0,JOVENES
56,1,0,MAYORES
60,1,0,MAYORES
53,1,0,MAYORES
46,1,0,MAYORES
0,1,0,NIÑXS
41,1,0,MAYORES
0,1,0,NIÑXS
77,1,0,ANCIANOS
64,1,0,MAYORES
56,1,0,MAYORES
46,1,0,MAYORES
29,1,0,JOVENES
23,1,0,JOVENES
65,1,0,ANCIANOS
62,2,0,MAYORES
43,2,0,MAYORES
41,1,0,MAYORES
53,1,0,MAYORES
21,1,0,JOVENES
26,1,0,JOVENES
40,1,0,MAYORES
46,1,0,MAYORES
59,2,0,MAYORES
33,2,0,JOVENES
48,3,0,MAYORES
42,3,0,MAYORES
23,3,0,JOVENES
46,2,0,MAYORES
23,2,0,JOVENES
55,1,0,MAYORES
0,1,0,NIÑXS
42,1,0,MAYORES
22,1,0,JOVENES
0,1,0,NIÑXS
37,1,0,JOVENES
22,1,0,JOVENES
55,2,0,MAYORES
24,2,0,JOVENES
21,1,0,JOVENES
32,1,0,JOVENES
19,1,0,JOVENES
32,1,0,JOVENES
50,1,0,MAYORES
31,1,0,JOVENES
25,1,0,JOVENES
19,1,0,JOVENES
57,1,0,MAYORES
31,1,0,JOVENES
32,1,0,JOVENES
57,1,0,MAYORES
81,1,0,ANCIANOS
67,1,0,ANCIANOS
0,1,0,NIÑXS
37,1,0,JOVENES
63,1,0,MAYORES
64,1,0,MAYORES
39,1,0,JOVENES
51,1,0,MAYORES
0,1,0,NIÑXS
23,2,0,JOVENES
56,2,0,MAYORES
63,1,0,MAYORES
33,2,0,JOVENES
30,2,0,JOVENES
43,1,0,MAYORES
34,1,0,JOVENES
55,1,0,MAYORES
35,1,0,JOVENES
0,1,0,NIÑXS
19,2,0,JOVENES
23,2,0,JOVENES
33,1,0,JOVENES
30,1,0,JOVENES
28,1,0,JOVENES
22,1,0,JOVENES
15,1,0,ADOLESCENTES
55,1,0,MAYORES
30,1,0,JOVENES
38,1,0,JOVENES
0,1,0,NIÑXS
46,2,0,MAYORES
33,2,0,JOVENES
34,1,0,JOVENES
0,1,0,NIÑXS
22,1,0,JOVENES
28,1,0,JOVENES
33,1,0,JOVENES
28,1,0,JOVENES
39,1,0,JOVENES
35,2,0,JOVENES
33,2,0,JOVENES
66,1,0,ANCIANOS
0,1,0,NIÑXS
58,1,0,MAYORES
18,1,0,ADOLESCENTES
0,1,0,NIÑXS
0,1,0,NIÑXS
42,1,0,MAYORES
55,1,0,MAYORES
29,1,0,JOVENES
77,4,0,ANCIANOS
40,4,0,MAYORES
4,4,0,NIÑXS
1,4,0,NIÑXS
71,1,0,ANCIANOS
55,2,0,MAYORES
52,2,0,MAYORES
45,1,0,MAYORES
2,1,0,NIÑXS
58,1,0,MAYORES
45,1,0,MAYORES
33,2,0,JOVENES
28,2,0,JOVENES
4,1,0,NIÑXS
0,1,0,NIÑXS
77,1,0,ANCIANOS
86,1,0,ANCIANOS
34,2,0,JOVENES
29,2,0,JOVENES
31,1,0,JOVENES
37,1,0,JOVENES
23,1,0,JOVENES
33,1,0,JOVENES
30,1,0,JOVENES
62,1,0,MAYORES
62,1,0,MAYORES
61,1,0,MAYORES
53,2,0,MAYORES
31,2,0,JOVENES
30,1,0,JOVENES
30,1,0,JOVENES
22,1,0,JOVENES
18,1,0,ADOLESCENTES
21,1,0,JOVENES
62,1,0,MAYORES
0,1,0,NIÑXS
36,1,0,JOVENES
27,1,0,JOVENES
43,1,0,MAYORES
35,1,0,JOVENES
11,2,0,NIÑXS
34,2,0,JOVENES
26,1,0,JOVENES
27,1,0,JOVENES
44,1,0,MAYORES
49,1,0,MAYORES
43,1,0,MAYORES
32,1,0,JOVENES
37,1,0,JOVENES
45,1,0,MAYORES
71,1,0,ANCIANOS
24,1,0,JOVENES
39,1,0,JOVENES
39,1,0,JOVENES
22,1,0,JOVENES
46,1,0,MAYORES
45,1,0,MAYORES
22,1,0,JOVENES
22,1,0,JOVENES
28,1,0,JOVENES
26,1,0,JOVENES
15,1,0,ADOLESCENTES
3,1,0,NIÑXS
38,1,0,JOVENES
25,1,0,JOVENES
37,1,0,JOVENES
17,1,0,ADOLESCENTES
59,1,0,MAYORES
35,1,0,JOVENES
15,1,0,ADOLESCENTES
57,1,0,MAYORES
0,1,0,NIÑXS
45,1,0,MAYORES
48,1,0,MAYORES
24,1,0,JOVENES
24,1,0,JOVENES
14,1,0,ADOLESCENTES
55,1,0,MAYORES
0,1,0,NIÑXS
27,1,0,JOVENES
29,1,0,JOVENES
23,1,0,JOVENES
44,1,0,MAYORES
60,1,0,MAYORES
29,1,0,JOVENES
30,1,0,JOVENES
33,1,0,JOVENES
52,1,0,MAYORES
0,1,0,NIÑXS
33,1,0,JOVENES
59,2,0,MAYORES
31,2,0,JOVENES
39,1,0,JOVENES
29,1,0,JOVENES
34,1,0,JOVENES
61,1,0,MAYORES
29,1,0,JOVENES
29,1,0,JOVENES
67,2,0,ANCIANOS
33,2,0,JOVENES
36,1,0,JOVENES
37,1,0,JOVENES
50,1,0,MAYORES
34,1,0,JOVENES
33,1,0,JOVENES
30,1,0,JOVENES
33,1,0,JOVENES
0,1,0,NIÑXS
36,1,0,JOVENES
25,1,0,JOVENES
7,1,0,NIÑXS
54,1,0,MAYORES
27,1,0,JOVENES
64,1,0,MAYORES
46,1,0,MAYORES
59,3,0,MAYORES
53,3,0,MAYORES
51,3,0,MAYORES
39,1,0,JOVENES
36,1,0,JOVENES
28,1,0,JOVENES
42,1,0,MAYORES
57,1,0,MAYORES
0,3,0,NIÑXS
59,3,0,MAYORES
47,3,0,MAYORES
41,1,0,MAYORES
42,1,0,MAYORES
27,1,0,JOVENES
18,1,0,ADOLESCENTES
17,1,0,ADOLESCENTES
25,1,0,JOVENES
26,3,0,JOVENES
50,3,0,MAYORES
40,3,0,MAYORES
22,1,0,JOVENES
45,1,0,MAYORES
47,1,0,MAYORES
48,1,0,MAYORES
22,1,0,JOVENES
19,1,0,JOVENES
80,1,0,ANCIANOS
41,1,0,MAYORES
31,1,0,JOVENES
68,1,0,ANCIANOS
57,1,0,MAYORES
31,1,0,JOVENES
26,1,0,JOVENES
0,1,0,NIÑXS
39,1,0,JOVENES
30,1,0,JOVENES
70,1,0,ANCIANOS
48,4,0,MAYORES
47,4,0,MAYORES
39,4,0,JOVENES
39,4,0,JOVENES
29,1,0,JOVENES
43,1,0,MAYORES
12,1,0,ADOLESCENTES
0,1,0,NIÑXS
32,1,0,JOVENES
33,1,0,JOVENES
55,1,0,MAYORES
34,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
47,1,0,MAYORES
36,1,0,JOVENES
40,1,0,MAYORES
32,1,0,JOVENES
54,1,0,MAYORES
48,2,0,MAYORES
24,2,0,JOVENES
67,1,0,ANCIANOS
43,1,0,MAYORES
95,1,0,ANCIANOS
30,1,0,JOVENES
70,2,0,ANCIANOS
46,2,0,MAYORES
33,2,0,JOVENES
0,2,0,NIÑXS
33,1,0,JOVENES
44,1,0,MAYORES
27,1,0,JOVENES
48,1,0,MAYORES
23,1,0,JOVENES
35,1,0,JOVENES
80,1,0,ANCIANOS
22,1,0,JOVENES
30,1,0,JOVENES
24,1,0,JOVENES
59,3,0,MAYORES
29,3,0,JOVENES
43,3,0,MAYORES
33,1,0,JOVENES
25,1,0,JOVENES
35,1,0,JOVENES
26,1,0,JOVENES
0,2,0,NIÑXS
27,2,0,JOVENES
22,1,0,JOVENES
35,1,0,JOVENES
25,1,0,JOVENES
49,1,0,MAYORES
37,1,0,JOVENES
74,3,0,ANCIANOS
70,3,0,ANCIANOS
53,3,0,MAYORES
14,1,0,ADOLESCENTES
29,1,0,JOVENES
22,1,0,JOVENES
39,1,0,JOVENES
63,1,0,MAYORES
40,1,0,MAYORES
44,1,0,MAYORES
22,1,0,JOVENES
51,1,0,MAYORES
39,1,0,JOVENES
27,1,0,JOVENES
23,1,0,JOVENES
52,2,0,MAYORES
31,2,0,JOVENES
43,2,0,MAYORES
32,2,0,JOVENES
0,1,0,NIÑXS
38,1,0,JOVENES
0,1,0,NIÑXS
46,1,0,MAYORES
36,1,0,JOVENES
60,1,0,MAYORES
31,1,0,JOVENES
23,1,0,JOVENES
51,1,0,MAYORES
61,1,0,MAYORES
66,2,0,ANCIANOS
61,2,0,MAYORES
0,1,0,NIÑXS
0,1,0,NIÑXS
59,1,0,MAYORES
25,1,0,JOVENES
27,1,0,JOVENES
0,1,0,NIÑXS
52,2,0,MAYORES
37,2,0,JOVENES
74,1,0,ANCIANOS
40,1,0,MAYORES
34,1,0,JOVENES
43,1,0,MAYORES
24,1,0,JOVENES
37,1,0,JOVENES
60,2,0,MAYORES
53,2,0,MAYORES
26,1,0,JOVENES
43,1,0,MAYORES
54,1,0,MAYORES
42,1,0,MAYORES
58,1,0,MAYORES
32,1,0,JOVENES
68,1,0,ANCIANOS
0,1,0,NIÑXS
29,1,0,JOVENES
30,1,0,JOVENES
64,1,0,MAYORES
43,1,0,MAYORES
27,1,0,JOVENES
25,1,0,JOVENES
28,1,0,JOVENES
50,1,0,MAYORES
79,2,0,ANCIANOS
47,2,0,MAYORES
0,1,0,NIÑXS
47,2,0,MAYORES
29,2,0,JOVENES
0,1,0,NIÑXS
36,1,0,JOVENES
28,1,0,JOVENES
58,1,0,MAYORES
34,1,0,JOVENES
22,1,0,JOVENES
0,1,0,NIÑXS
0,1,0,NIÑXS
47,1,0,MAYORES
26,1,0,JOVENES
64,1,0,MAYORES
0,1,0,NIÑXS
21,2,0,JOVENES
30,2,0,JOVENES
29,1,0,JOVENES
43,1,0,MAYORES
74,1,0,ANCIANOS
30,1,0,JOVENES
0,1,0,NIÑXS
35,1,0,JOVENES
20,1,0,JOVENES
28,2,0,JOVENES
23,2,0,JOVENES
27,1,0,JOVENES
5,1,0,NIÑXS
75,2,0,ANCIANOS
30,2,0,JOVENES
87,1,0,ANCIANOS
52,1,0,MAYORES
57,1,0,MAYORES
29,1,0,JOVENES
46,1,0,MAYORES
19,1,0,JOVENES
72,1,0,ANCIANOS
79,1,0,ANCIANOS
23,1,0,JOVENES
19,1,0,JOVENES
22,1,0,JOVENES
34,2,0,JOVENES
28,2,0,JOVENES
34,1,0,JOVENES
47,1,0,MAYORES
76,1,0,ANCIANOS
39,1,0,JOVENES
41,1,0,MAYORES
25,1,0,JOVENES
47,1,0,MAYORES
35,1,0,JOVENES
75,1,0,ANCIANOS
24,1,0,JOVENES
27,1,0,JOVENES
35,1,0,JOVENES
44,1,0,MAYORES
26,1,0,JOVENES
23,1,0,JOVENES
0,2,0,NIÑXS
41,2,0,MAYORES
40,1,0,MAYORES
55,1,0,MAYORES
46,2,0,MAYORES
46,2,0,MAYORES
36,1,0,JOVENES
77,1,0,ANCIANOS
1,1,0,NIÑXS
74,1,0,ANCIANOS
65,1,0,ANCIANOS
19,1,0,JOVENES
32,1,0,JOVENES
46,1,0,MAYORES
52,1,0,MAYORES
22,1,0,JOVENES
51,1,0,MAYORES
18,3,0,ADOLESCENTES
12,3,0,ADOLESCENTES
54,3,0,MAYORES
0,1,0,NIÑXS
22,2,0,JOVENES
27,2,0,JOVENES
34,1,0,JOVENES
30,1,0,JOVENES
37,1,0,JOVENES
29,1,0,JOVENES
34,1,0,JOVENES
31,1,0,JOVENES
66,1,0,ANCIANOS
47,2,0,MAYORES
27,2,0,JOVENES
34,1,0,JOVENES
44,1,0,MAYORES
11,1,0,NIÑXS
25,1,0,JOVENES
59,1,0,MAYORES
61,4,0,MAYORES
46,4,0,MAYORES
38,4,0,JOVENES
14,4,0,ADOLESCENTES
47,1,0,MAYORES
38,1,0,JOVENES
66,2,0,ANCIANOS
0,2,0,NIÑXS
44,1,0,MAYORES
25,1,0,JOVENES
35,1,0,JOVENES
0,1,0,NIÑXS
45,1,0,MAYORES
34,1,0,JOVENES
16,1,0,ADOLESCENTES
36,1,0,JOVENES
11,1,0,NIÑXS
48,1,0,MAYORES
48,1,0,MAYORES
22,1,0,JOVENES
0,1,0,NIÑXS
28,1,0,JOVENES
44,1,0,MAYORES
40,1,0,MAYORES
24,1,0,JOVENES
39,1,0,JOVENES
30,1,0,JOVENES
54,1,0,MAYORES
28,1,0,JOVENES
29,1,0,JOVENES
0,1,0,NIÑXS
28,1,0,JOVENES
26,1,0,JOVENES
40,1,0,MAYORES
34,1,0,JOVENES
43,1,0,MAYORES
58,1,0,MAYORES
33,1,0,JOVENES
28,1,0,JOVENES
46,1,0,MAYORES
33,1,0,JOVENES
23,1,0,JOVENES
63,1,0,MAYORES
50,1,0,MAYORES
58,1,0,MAYORES
55,1,0,MAYORES
42,1,0,MAYORES
41,1,0,MAYORES
31,1,0,JOVENES
51,1,0,MAYORES
22,1,0,JOVENES
34,2,0,JOVENES
3,2,0,NIÑXS
25,2,0,JOVENES
31,2,0,JOVENES
56,1,0,MAYORES
27,1,0,JOVENES
30,1,0,JOVENES
31,2,0,JOVENES
36,2,0,JOVENES
24,1,0,JOVENES
42,1,0,MAYORES
28,1,0,JOVENES
28,1,0,JOVENES
24,1,0,JOVENES
36,1,0,JOVENES
28,1,0,JOVENES
31,1,0,JOVENES
24,1,0,JOVENES
30,1,0,JOVENES
52,1,0,MAYORES
24,1,0,JOVENES
32,1,0,JOVENES
31,1,0,JOVENES
20,1,0,JOVENES
29,1,0,JOVENES
17,1,0,ADOLESCENTES
68,1,0,ANCIANOS
27,1,0,JOVENES
52,2,0,MAYORES
39,2,0,JOVENES
18,2,0,ADOLESCENTES
25,2,0,JOVENES
0,1,0,NIÑXS
20,1,0,JOVENES
81,1,0,ANCIANOS
45,1,0,MAYORES
34,2,0,JOVENES
25,2,0,JOVENES
43,1,0,MAYORES
32,1,0,JOVENES
34,1,0,JOVENES
39,1,0,JOVENES
34,1,0,JOVENES
0,1,0,NIÑXS
43,1,0,MAYORES
57,4,0,MAYORES
51,4,0,MAYORES
44,4,0,MAYORES
24,4,0,JOVENES
28,1,0,JOVENES
23,1,0,JOVENES
25,1,0,JOVENES
59,1,0,MAYORES
25,2,0,JOVENES
24,2,0,JOVENES
0,1,0,NIÑXS
26,1,0,JOVENES
26,1,0,JOVENES
61,1,0,MAYORES
65,1,0,ANCIANOS
35,1,0,JOVENES
47,1,0,MAYORES
33,1,0,JOVENES
46,1,0,MAYORES
42,1,0,MAYORES
24,1,0,JOVENES
34,1,0,JOVENES
0,4,0,NIÑXS
0,4,0,NIÑXS
30,4,0,JOVENES
20,4,0,JOVENES
38,2,0,JOVENES
23,2,0,JOVENES
19,1,0,JOVENES
30,2,0,JOVENES
34,2,0,JOVENES
26,2,0,JOVENES
25,2,0,JOVENES
36,1,0,JOVENES
17,1,0,ADOLESCENTES
24,1,0,JOVENES
78,1,0,ANCIANOS
20,1,0,JOVENES
34,1,0,JOVENES
30,1,0,JOVENES
46,1,0,MAYORES
61,1,0,MAYORES
41,1,0,MAYORES
33,1,0,JOVENES
31,1,0,JOVENES
0,1,0,NIÑXS
35,1,0,JOVENES
27,1,0,JOVENES
30,1,0,JOVENES
21,1,0,JOVENES
46,1,0,MAYORES
28,2,0,JOVENES
35,2,0,JOVENES
39,3,0,JOVENES
30,3,0,JOVENES
26,3,0,JOVENES
49,1,0,MAYORES
31,1,0,JOVENES
75,1,0,ANCIANOS
33,1,0,JOVENES
23,1,0,JOVENES
27,1,0,JOVENES
33,1,0,JOVENES
0,1,0,NIÑXS
41,1,0,MAYORES
19,1,0,JOVENES
33,1,0,JOVENES
0,1,0,NIÑXS
78,1,0,ANCIANOS
24,1,0,JOVENES
45,1,0,MAYORES
23,1,0,JOVENES
57,1,0,MAYORES
0,1,0,NIÑXS
24,1,0,JOVENES
0,4,0,NIÑXS
0,4,0,NIÑXS
0,4,0,NIÑXS
40,4,0,MAYORES
59,1,0,MAYORES
71,1,0,ANCIANOS
42,1,0,MAYORES
53,1,0,MAYORES
41,1,0,MAYORES
59,7,0,MAYORES
52,7,0,MAYORES
31,7,0,JOVENES
24,7,0,JOVENES
21,7,0,JOVENES
31,7,0,JOVENES
32,7,0,JOVENES
48,1,0,MAYORES
11,1,0,NIÑXS
22,1,0,JOVENES
28,1,0,JOVENES
37,1,0,JOVENES
28,1,0,JOVENES
0,1,0,NIÑXS
53,1,0,MAYORES
81,1,0,ANCIANOS
0,1,0,NIÑXS
41,1,0,MAYORES
56,1,0,MAYORES
37,1,0,JOVENES
39,1,0,JOVENES
52,1,0,MAYORES
47,1,0,MAYORES
75,1,0,ANCIANOS
56,1,0,MAYORES
19,1,0,JOVENES
23,1,0,JOVENES
27,1,0,JOVENES
55,1,0,MAYORES
0,2,0,NIÑXS
20,2,0,JOVENES
46,1,0,MAYORES
30,1,0,JOVENES
41,1,0,MAYORES
29,1,0,JOVENES
36,1,0,JOVENES
35,1,0,JOVENES
0,1,0,NIÑXS
28,1,0,JOVENES
5,1,0,NIÑXS
25,1,0,JOVENES
